Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
6/22/2015,Bank account or service,Checking account,Deposits and withdrawals,,my money went to an account at the navy federal credit union on XXXX XXXX 2015 without my knowledge from a tax service called XXXX XXXX XXXX my refund was supposed to come by mail but XXXX XXXX XXXX stole the money i contacted their bank to let them know about the fraud on XXXX XXXX they assured me my money was in that account and was awared of the fraudrulant that XXXX service put my check into that account i was corresponding with the bank up until XXXX XXXX 2015 and i went to the brach in XXXX mississippi and sat there and they pull up the account and seen again tht my check was in the account and they told me the aacount was frozen and that they would send the check back to the I.R.S because they could not issue the check to me they also said that XXXX XXXX XXXX could not touch the money the bank had me to go back to the I.R.S to get a form XXXX for the I.R.S to sign i did that and the navy federal fax the letter to their sercurity department i also have a copy of the letter so on XXXX XXXX the IRS sent me and the navy federal bank a letter of trace for the funds the navy federal bank has in that account i called the bank and ask have they recieved the letter they said yes and i ask the bank when will they send the check to the IRS. the bank told me their is no money in the account to send to the IRS i told the bank that is impossible because the money was in the account XXXX XXXX 2015 when i went to the branch in mississippi and when i was told the account was frozen because they was investigating that account they also told me that the IRS took to long to send them what they needed this bank has been rude to me about my money and also its a back and fourth situation with that bank and their security department i talk to my bank about my rights and the precedure of how navy federal credit union should have follow the precedures in handling this probelm they should have sent the check back 7 days prior to me calling on XXXX XXXX 2015 when i made brought it to their attention and they gave me a call today XXXX XXXX 2015 to dicuss the probelm i told the young lady everything that happen and she got back with me and told me she can not dicuss the matter with me anymore she gave me a number to get in touch with the IRS advocate so i ask her for what their bank has my money they wont give it back and i want some anwers because i have documents that they ask me for in the beginning and they had a nerve to say its a civil matter and thats not true because like i said this probelm was going on for almost 3months the IRS said the bank supposed to send them the check back it should not have went this far and also they said that XXXX XXXX XXXX on XXXX XXXX 2015 could not touch my money so where is the XXXX that they promised me i would get bank i need help with this probelm i even talk to the bank manager and he was rude also i want to go all the way to the head command they wont answermy questions anymore,Company believes complaint caused principally by actions of third party outside the control or direction of the company,NAVY FEDERAL CREDIT UNION,MS,395XX,,Consent provided,Web,6/24/2015,Closed with explanation,Yes,No,1431147
3/16/2017,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,,,,N/A,Phone,3/16/2017,Closed with explanation,Yes,No,2391064
8/26/2016,Consumer Loan,Installment loan,Problems when you are unable to pay,,,,CAPITAL ONE FINANCIAL CORPORATION,MI,483XX,,Other,Web,8/26/2016,Closed with explanation,Yes,No,2083488
,,,,,,,,,,,,,,,,,
7/29/2016,Mortgage,Reverse mortgage,"Loan modification,collection,foreclosure",,,,"CIT BANK, NATIONAL ASSOCIATION",SC,29566,Older American,N/A,Referral,8/2/2016,Closed with explanation,Yes,No,2036191
11/19/2012,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,"CITIBANK, N.A.",NJ,7041,,N/A,Referral,11/20/2012,Closed with non-monetary relief,Yes,No,193550
2/6/2014,Credit card,,Late fee,,,,AMERICAN EXPRESS COMPANY,FL,34232,,N/A,Referral,2/10/2014,Closed with monetary relief,Yes,Yes,701282
,,,,,,,,,,,,,,,,,
12/16/2014,Bank account or service,Checking account,Using a debit or ATM card,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",TX,78520,,N/A,Web,12/16/2014,Closed with monetary relief,Yes,No,1159590
5/27/2015,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,PNC Bank N.A.,NY,12533,,N/A,Postal mail,6/1/2015,Closed with explanation,Yes,No,1394776
,,,,,,,,,,,,,,,,,
7/27/2012,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,14933,,N/A,Phone,7/31/2012,Closed with explanation,Yes,No,125980
1/21/2016,Debt collection,Federal student loan,False statements or representation,Impersonated an attorney or official,,Company chooses not to provide a public response,Performant Financial Corporation,IL,60567,,Consent not provided,Web,1/21/2016,Closed with explanation,Yes,No,1752673
10/1/2014,Bank account or service,Checking account,"Account opening, closing, or management",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",TX,78247,Older American,N/A,Web,10/1/2014,Closed with explanation,Yes,Yes,1053418
,,,,,,,,,,,,,,,,,
6/4/2014,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,OCWEN LOAN SERVICING LLC,NC,27530,,N/A,Postal mail,6/9/2014,Closed with non-monetary relief,Yes,No,881108
6/7/2016,Debt collection,Payday loan,Communication tactics,Threatened to take legal action,"Was unable to make payments on a loan I took out with Check-N-Go, due to illness. The account was sent to XXXX and they contacted me regarding the debt. I was able to set up good faith payments of {$50.00} per month while I attempted to come up with the money to pay off the account. I was late on my XXXX payment and offered to pay it on XXXX/XXXX/XXXX. The person who had worked with me previously advised that her manager was taking over the account. His name is XXXX XXXX - XXXX x XXXX. I explained my situation and requested we continue the {$50.00} per month payments until I could catch up with my other bills. I advised that I would need until the end of the year. XXXX XXXX was extremely rude, accused me of not wanting to pay my debts, made false statements regarding the value of my home, and accused me of declaring bankruptcy in XXXX, none of which is true. He has threatened to have me sued. I requested multiple times to have him work with me but he declined. His tactics were extremely antagonizing, derogatory, and unprofessional.",,CNG FINANCIAL CORPORATION,VA,296XX,,Consent provided,Web,6/7/2016,Closed with explanation,Yes,No,1959058
12/7/2015,Credit reporting,,Incorrect information on credit report,Account status,,,"EQUIFAX, INC.",VA,23234,,N/A,Postal mail,12/10/2015,Closed with explanation,Yes,No,1685226
3/1/2016,Credit card,,Billing disputes,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",CA,90703,,N/A,Phone,3/2/2016,Closed with monetary relief,Yes,No,1810305
10/10/2012,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,M&T BANK CORPORATION,CA,92024,Older American,N/A,Phone,10/12/2012,Closed with explanation,Yes,No,168797
8/28/2015,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"BAYVIEW LOAN SERVICING, LLC",,,,N/A,Postal mail,9/5/2015,Closed with explanation,Yes,No,1543249
,,,,,,,,,,,,,,,,,
9/18/2015,Debt collection,Mortgage,Disclosure verification of debt,Not given enough info to verify debt,,Company chooses not to provide a public response,Specialized Loan Servicing LLC,MA,2554,,N/A,Postal mail,9/22/2015,Closed with explanation,Yes,Yes,1570948
2/13/2013,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,JPMORGAN CHASE & CO.,GA,30317,,N/A,Referral,2/14/2013,Closed with monetary relief,Yes,No,316148
9/15/2016,Bank account or service,Other bank product/service,Problems caused by my funds being low,,I have a account with XXXX other pnc users but after alittle while i noticed money missing i ask the XXXX pnc users and the said money has disappeared and when we look it up online it shows where it has bin tltaken out but it doesnt show witch card number i had atleast XXXX dollars in this card and for it just to be gone and not able to do anything is outrageous can u help please and thank you.,,PNC Bank N.A.,PA,152XX,,Consent provided,Web,9/20/2016,Closed with explanation,Yes,No,2113441
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
1/23/2014,Bank account or service,Checking account,"Account opening, closing, or management",,,,WELLS FARGO & COMPANY,FL,33132,,N/A,Phone,2/3/2014,Closed with explanation,Yes,No,683012
10/7/2014,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,WELLS FARGO & COMPANY,CA,91786,,N/A,Postal mail,10/14/2014,Closed with explanation,Yes,No,1061622
4/25/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,JPMORGAN CHASE & CO.,CA,91342,,N/A,Referral,4/29/2013,Closed with explanation,Yes,No,392201
,,,,,,,,,,,,,,,,,
10/15/2012,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,OCWEN LOAN SERVICING LLC,TX,78233,,N/A,Postal mail,10/17/2012,Closed with explanation,Yes,Yes,170192
,,,,,,,,,,,,,,,,,
2/11/2013,Credit card,,APR or interest rate,,,,JPMORGAN CHASE & CO.,IL,60035,Older American,N/A,Phone,2/12/2013,Closed with monetary relief,Yes,Yes,313617
,,,,,,,,,,,,,,,,,
8/3/2012,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,,,WELLS FARGO & COMPANY,CA,94531,,N/A,Phone,8/7/2012,Closed with explanation,Yes,Yes,130315
6/19/2015,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,PORTFOLIO RECOVERY ASSOCIATES INC,NJ,8069,Older American,Consent not provided,Web,6/26/2015,Closed with non-monetary relief,Yes,No,1430563
1/14/2015,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,"CITIBANK, N.A.",GA,30086,,N/A,Web,1/16/2015,Closed with explanation,Yes,No,1191655
4/18/2017,Bank account or service,Checking account,"Account opening, closing, or management",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,33908,,Consent not provided,Web,4/18/2017,Closed with explanation,Yes,No,2440707
,,,,,,,,,,,,,,,,,
4/14/2014,Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,,,SYNCHRONY FINANCIAL,FL,32438,Older American,N/A,Web,4/13/2014,Closed with explanation,Yes,No,806851
1/30/2017,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,Called XXXX verified they sent me a letter verifying this account was closed in XX/XX/XXXX. I sent it to credit Management they changed it on all 3 credit reports only to turn around and change it back to XX/XX/XXXX. This account is from XX/XX/XXXX they are reaging this bill twice now.,Company disputes the facts presented in the complaint,"The CMI Group, Inc.",IL,600XX,,Consent provided,Web,1/30/2017,Closed with non-monetary relief,Yes,No,2317854
12/18/2014,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,"CarMax, Inc.",TX,77491,,N/A,Postal mail,12/22/2014,Closed with non-monetary relief,Yes,No,1163214
8/23/2013,Credit card,,Customer service / Customer relations,,,,"CITIBANK, N.A.",DC,20002,,N/A,Web,8/23/2013,Closed with explanation,Yes,No,502009
8/12/2014,Credit reporting,,Incorrect information on credit report,Account status,,,"EQUIFAX, INC.",TX,76086,,N/A,Postal mail,8/25/2014,Closed with non-monetary relief,Yes,No,980598
8/19/2014,Credit card,,Other,,,,PNC Bank N.A.,OH,45342,,N/A,Web,8/19/2014,Closed with explanation,Yes,No,990292
8/4/2016,Credit card,,Identity theft / Fraud / Embezzlement,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,SYNCHRONY FINANCIAL,CA,95758,,N/A,Referral,8/8/2016,Closed with explanation,Yes,Yes,2046633
4/17/2016,Prepaid card,Gift or merchant card,Fees,,,,Blackhawk Network Holdings Inc.,NY,10707,Servicemember,Consent not provided,Web,4/20/2016,Closed with monetary relief,Yes,No,1883650
3/14/2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",NY,11368,,N/A,Referral,3/20/2014,Closed with explanation,Yes,No,760265
9/28/2016,Credit reporting,,Credit monitoring or identity protection,Account terms and changes,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",WA,98038,,N/A,Referral,9/30/2016,Closed with non-monetary relief,Yes,No,2137017
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
6/1/2013,Mortgage,FHA mortgage,Settlement process and costs,,,,JPMORGAN CHASE & CO.,NY,14608,,N/A,Referral,6/3/2013,Closed with monetary relief,Yes,No,421697
12/10/2013,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,OCWEN LOAN SERVICING LLC,MD,20772,,N/A,Phone,12/13/2013,Closed with explanation,Yes,No,628519
7/23/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",GA,30180,,N/A,Phone,7/24/2013,Closed with explanation,Yes,No,464210
,,,,,,,,,,,,,,,,,
6/26/2014,Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,,,"CITIBANK, N.A.",FL,32828,,N/A,Web,6/26/2014,Closed with explanation,Yes,No,913136
9/30/2014,Consumer Loan,Installment loan,Problems when you are unable to pay,,,,JPMORGAN CHASE & CO.,CA,93581,Servicemember,N/A,Web,10/6/2014,Closed with explanation,Yes,No,1050565
1/14/2014,Credit card,,Advertising and marketing,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",NY,13224,,N/A,Phone,1/17/2014,Closed with explanation,Yes,No,669160
